Listing ID,Bedrooms,Bathrooms,Lot Size,House Size,Property Type,Price,Country,Source
l_150835398,,,0.027 ac Lot Size,,Lots And Land,"260,000 ",Puerto Rico,point2homes
l_154614669,4 Beds,5 Baths,1 ac Lot Size,"('7,300 Sqft', ' sqft')",Residential,"2,100,000 ",Puerto Rico,point2homes
l_135473205,3 Beds,1 Bath,,,Residential,"74,999 ",Puerto Rico,point2homes
l_153968128,3 Beds,2 Baths,,"('4,305.56 Sqft', ' sqft')",Residential,"135,000 ",Puerto Rico,point2homes
l_152838439,,,0.023 ac Lot Size,,Lots And Land,"69,000 ",Puerto Rico,point2homes
l_157669774,2 Beds,3 Baths,,"('1,538 Sqft', ' sqft')",Residential,"315,000 ",Puerto Rico,point2homes
l_150579179,4 Beds,3 Baths,0.125 ac Lot Size,"('2,300 Sqft', ' sqft')",Residential,"715,000 ",Puerto Rico,point2homes
l_139795931,5 Beds,4 Baths,,"('2,995 Sqft', ' sqft')",Residential,"1,900,000 ",Puerto Rico,point2homes
l_158916481,3 Beds,2 Baths,,"('1,750 Sqft', ' sqft')",Condominium,"369,000 ",Puerto Rico,point2homes
l_151408428,2 Beds,1 Bath,,"('992 Sqft', ' sqft')",Condominium,"279,000  31",Puerto Rico,point2homes
l_157669779,2 Beds,2 Baths,,"('1,200 Sqft', ' sqft')",Residential,"250,000 ",Puerto Rico,point2homes
l_157549431,5 Beds,4 Baths,0.21 ac Lot Size,"('2,745 Sqft', ' sqft')",Residential,"499,000 ",Puerto Rico,point2homes
l_157539413,3 Beds,2 Baths,,"('3,795.36 Sqft', ' sqft')",Residential,"2,495,000  380",Puerto Rico,point2homes
l_159895269,4 Beds,3 Baths,1 ac Lot Size,,Residential,"485,000 ",Puerto Rico,point2homes
l_154971068,3 Beds,1 Bath,0.021 ac Lot Size,"('1,700 Sqft', ' sqft')",Residential,"180,000 ",Puerto Rico,point2homes
l_156772828,1 Bed,1 Bath,,"('732 Sqft', ' sqft')",Condominium,"420,000 ",Puerto Rico,point2homes
l_157669792,,,0.005 ac Lot Size,,Lots And Land,"124,000 ",Puerto Rico,point2homes
l_161572798,10 Beds,7 Baths,,"('12,378.5 Sqft', ' sqft')",Multifamily,"360,000 ",Puerto Rico,point2homes
l_144978272,,,0.519 ac Lot Size,,Lots And Land,"139,000 ",Puerto Rico,point2homes
l_160653409,3 Beds,2 Baths,,"('1,556 Sqft', ' sqft')",Residential,"169,000 ",Puerto Rico,point2homes
l_157578054,2 Beds,2 Baths,,,Multifamily,"170,000 ",Puerto Rico,point2homes
l_142306796,3 Beds,4 Baths,0.33 ac Lot Size,"('2,569 Sqft', ' sqft')",Residential,"1,950,000 ",Puerto Rico,point2homes
l_157221535,4 Beds,4 Baths,,"('2,608 Sqft', ' sqft')",Residential,"515,000 ",Puerto Rico,point2homes
l_98083468,,,,,Lots And Land,"45,000 ",Puerto Rico,point2homes
l_151748223,6 Beds,3 Baths,0.022 ac Lot Size,"('1,900 Sqft', ' sqft')",Residential,"169,900 ",Puerto Rico,point2homes
l_146750772,3 Beds,2 Baths,,"('1,192 Sqft', ' sqft')",Condominium,"185,000 ",Puerto Rico,point2homes
l_145781270,6 Beds,4 Baths,,"('4,000 Sqft', ' sqft')",MultiFamily,"750,000 ",Puerto Rico,point2homes
